Contrato;Empresa;Cód. Obra;Obra;Cód. Fornecedor;Fornecedor*;CPF/CNPJ Fornecedor; Objeto do Contrato;Data do Contrato;Data de Término;Situação do Contrato;Data da alteração de situação;Descrição da alteração de situação;Responsável;Situação de Autorização;Autorizado por;Cód. Tipo do Contrato;Tipo do Contrato;Total Mão de Obra;Total Material;Total;Total Medido;Saldo;Cód. Centro custo previsão;Centro custo previsão;Cód. departamento previsão;Departamento previsão;Observação da previsão;Total em Aberto;Total Sinal;Cód. Centro custo sinal;Centro custo sinal;Cód. Departamento sinal;Departamento sinal;Vencimento do sinal;Observação do sinal;Retém impostos no sinal;Total Fat. Direto;Total Fat. Direto Vinculado;Fat. direto outro(s) contrato(s);Fat. direto considera indice;Fat. direto por desconto
CTF/7400081;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3262;SRM MASS COMUNICATION LTDA;02.385.221/0001-50;PRODUÇÃO DE EVENTO (JANTAR INVESTIDORES) - W+E;30/09/2024;15/01/2025;Concluído;06/12/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 114.631,03;;R$ 114.631,03;R$ 114.631,03;;74020;INCORPORAÇÃO - BLVD ALTI;6;MARKETING;;;;;;;;;;não;;;não;não;não
CTF/7400080;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3137;ECKER LIMA GASTRONOMIA LTDA;39.987.376/0001-77;EVENTOS (JANTAR INVESTIDORES) - ECKER LIMA;30/09/2024;31/12/2024;Concluído;09/12/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 32.700,00;;R$ 32.700,00;R$ 32.700,00;;74020;INCORPORAÇÃO - BLVD ALTI;6;MARKETING;;;;;;;;;;não;;;não;não;não
CTF/7400079;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3256;CLAYTON HOFFMANN DO CARMO - PIZZARIA;32.682.454/0001-86;ALIMENTAÇÃO EQUIPE (STAFF) 1º RODADA BLVD Alti;30/09/2024;25/12/2024;Concluído;29/10/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 2.204,00;;R$ 2.204,00;R$ 2.204,00;;74020;INCORPORAÇÃO - BLVD ALTI;6;MARKETING;"sc1879 #1044 - Pizzas p/ Staff - Jantar Investidores BLVD ALTI 1° rodada
Corretores e Arqos 
25 pizzas + Refrigerantes R$1239,00 ";;;;;;;;;não;;;não;não;não
CTF/7400078;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;4027;AGOGO PRODUCOES CULTURAIS LTDA;17.150.481/0001-14;GRUPO DE MUSICA (JANTAR COM INVESTIDORES) -  AGOGO PRODUÇÕES;30/09/2024;30/12/2024;Concluído;21/10/2024;"Situação alterada através de liberação de medições. O contrato foi totalmente medido.

INCLUSÃO DE ADT 21/10";RENATA CRISTINA VIEIRA GARCIA;Aprovada;Matheus Maia Elias ;1;MATERIAIS E MÃO DE OBRA;R$ 6.850,00;;R$ 6.850,00;R$ 6.850,00;;74020;INCORPORAÇÃO - BLVD ALTI;6;MARKETING;SC1871 # 1027;;;;;;;;;não;;;não;não;não
CTF/7400077;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;2841;MAXIMA MARKETING PROMOCIONAL LTDA;18.666.314/0001-93;EQUIPE EXTRA DE LIMPEZA (EVENTO JANTAR COM INVESTIDORES);30/09/2024;30/12/2024;Concluído;25/10/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 1.840,00;;R$ 1.840,00;R$ 1.840,00;;74020;INCORPORAÇÃO - BLVD ALTI;6;MARKETING;ADT1 SC1921 #1170 - Apoio de limpeza (26/09 -  Jantar Investidores 2 rodada/  01/10 - Meeting/ 02/10 - Meeting Parcerias) - R$1.380,00;;;;;;;;;não;;;não;não;não
CTF/7400076;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3137;ECKER LIMA GASTRONOMIA LTDA;39.987.376/0001-77;BUFFET (JANTAR COM INVESTIDORES);30/09/2024;25/02/2025;Concluído;12/12/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 113.768,00;;R$ 113.768,00;R$ 113.768,00;;74020;INCORPORAÇÃO - BLVD ALTI;6;MARKETING;SC1868 #1021;;;;;;;;;não;;;não;não;não
CTF/7400075;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3097;GRAFTEC GRAFICA E EDITORA LTDA;04.059.685/0001-00;MATERIAIS GRÁFICOS - GRAFTEC;26/09/2024;26/06/2025;Parcialmente medido;04/10/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 22.272,18;R$ 5.799,58;R$ 28.071,76;R$ 27.174,16;R$ 897,60;74020;INCORPORAÇÃO - BLVD ALTI;6;MARKETING;;R$ 897,60;;;;;;;;não;;;não;não;não
CTF/7400074;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;2675;GOOGLE BRASIL INTERNET LTDA.;06.990.590/0001-23;MIDIA - GOOGLE;26/09/2024;15/12/2025;Parcialmente medido;;;RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 70.761,11;;R$ 70.761,11;R$ 39.822,05;R$ 30.939,06;74020;INCORPORAÇÃO - BLVD ALTI;6;MARKETING;;R$ 53.593,84;;;;;;;;não;;;não;não;não
CTF/7400073;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3256;CLAYTON HOFFMANN DO CARMO - PIZZARIA;32.682.454/0001-86;AÇÃO PROMOCIONAL (OFERTA ATIVA) - CLAYTON HOFFMANN;20/09/2024;20/12/2024;Concluído;31/03/2025;Situação alterada para baixa no contrato conforme solicitado pela área. 31/03;GUSTAVO NASCIMENTO;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 11.610,00;;R$ 11.610,00;R$ 8.617,00;;74020;INCORPORAÇÃO - BLVD ALTI;7;COMERCIAL;;;;;;;;;;não;;;não;não;não
CTF/7400072;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;2852;FLASH TECNOLOGIA E PAGAMENTOS LTDA.;32.223.020/0001-18;CAFFE DA MANHA CORRETORES - FLASH;17/09/2024;31/12/2024;Parcialmente medido;;;GUSTAVO NASCIMENTO;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 19.500,00;;R$ 19.500,00;R$ 12.000,00;R$ 7.500,00;74020;INCORPORAÇÃO - BLVD ALTI;7;COMERCIAL;;R$ 11.500,00;;;;;;;;não;;;não;não;não
CTF/7400071;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3864;D BRITOS MOVEIS LTDA;12.475.210/0001-15;CONTRATAÇÃO DE MARCENARIA PARA OS DECORADOS HN4 - DBRITO (PROJETO ONE);17/09/2024;15/01/2025;Concluído;11/12/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 92.144,00;R$ 368.576,00;R$ 460.720,00;R$ 460.720,00;;74020;INCORPORAÇÃO - BLVD ALTI;5;ENGENHARIA;;;;;;;;;;não;;;não;não;não
CTF/7400070;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3119;RS VAN LOCADORA DE VEICULOS LTDA;06.225.087/0001-81;LOCAÇÃO DE VAN PARA CORRETORES - 100% SERVIÇOS;11/09/2024;25/01/2025;Rescindido;03/02/2025;solicitado rescisão pela area.;GUSTAVO NASCIMENTO;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 69.720,00;;R$ 69.720,00;R$ 54.500,00;;74020;INCORPORAÇÃO - BLVD ALTI;7;COMERCIAL;SC1814 #906;;;;;;;;;não;;;não;não;não
CTF/7400069;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3448;CONCRELONGO SERVICOS DE CONCRETAGEM LTDA;04.656.185/0022-72;SERVIÇOS DE CONCRETAGEM - CONCRELONGO (FAT DIRETO);11/09/2024;11/11/2024;Concluído;25/09/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RAFAEL SUDA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 23.072,00;;R$ 23.072,00;R$ 23.072,00;;74020;INCORPORAÇÃO - BLVD ALTI;5;ENGENHARIA;;;;;;;;;;não;;;não;não;não
CTF/7400068;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;2677;FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.;13.347.016/0001-17;CAMPANHA FACEBOOK (COMERCIAL);11/09/2024;25/12/2025;Parcialmente medido;;;GUSTAVO NASCIMENTO;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 40.000,00;;R$ 40.000,00;R$ 30.000,00;R$ 10.000,00;74020;INCORPORAÇÃO - BLVD ALTI;7;COMERCIAL;;R$ 20.000,00;;;;;;;;não;;;não;não;não
CTF/7400067;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3767;EMPORIO PESSANHA EIRELI;34.021.331/0001-20;EVENTO (BUFFET) - EMPORIO PESSANHA;10/09/2024;25/09/2025;Parcialmente medido;21/10/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RENATA CRISTINA VIEIRA GARCIA;Aguardando autorização;Matheus Maia Elias ;1;MATERIAIS E MÃO DE OBRA;R$ 37.542,90;R$ 6.440,00;R$ 43.982,90;R$ 39.180,90;R$ 4.802,00;74020;INCORPORAÇÃO - BLVD ALTI;6;MARKETING;"SC1786 #868 - BUFFET PARA O TREINAMNETO SCP ALTI
R$2.676,00";R$ 4.802,00;;;;;;;;não;;;não;não;não
CTF/7400066;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3777;FA PESSINATI GESTAO EMPRESARIAL;52.839.253/0001-57;CONSULTORIA PARA ASSESSORIA DE CRÉDITO - INNOVA;05/09/2024;05/09/2025;Parcialmente medido;;;GUSTAVO NASCIMENTO;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 124.300,00;;R$ 124.300,00;R$ 39.550,00;R$ 84.750,00;74020;INCORPORAÇÃO - BLVD ALTI;7;COMERCIAL;"SC 1780 -  #852  - Contrato para formalização da terceirização da esteira da Secretaria de Vendas e análise de crédito
Valor a ser pago para a esteira da Secretaria de Vendas por unidade faturada (ato pago e contrato assinado) R$ 230,00 
Valor a ser pago para análise de crédito por unidade faturada (ato pago e contrato assinado) R$ 320,00 
Valor total para a esteira da Secretaria de Vendas  R$ 51.980 (considerando todas as unidades do Honório 4)
Valor total para análise de crédito   R$ 72.32";R$ 84.750,00;;;;;;;;não;;;não;não;não
CTF/7400065;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;2677;FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.;13.347.016/0001-17;CAMPANHA FACEBOOK/INSTAGRAN;04/09/2024;25/12/2024;Pendente;;;RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 48.000,00;;R$ 48.000,00;;R$ 48.000,00;74020;INCORPORAÇÃO - BLVD ALTI;6;MARKETING;"Campanha Online BLVD. ALTI 
R$48.000,00";R$ 48.000,00;;;;;;;;não;;;não;não;não
CTF/7400064;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3913;Matheus Maia Elias;496.722.718-08;ASSESSORIA DE IMPRENSA;19/08/2024;19/08/2025;Pendente;;;RENATA CRISTINA VIEIRA GARCIA;Aguardando autorização;Matheus Maia Elias ;1;MATERIAIS E MÃO DE OBRA;R$ 36.000,00;;R$ 36.000,00;;R$ 36.000,00;;;;;;;;;;;;;;não;;;não;não;não
CTF/7400063;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;1864;XAVIER SERVICE E TERCEIRIZACAO LTDA;38.407.849/0001-57;SERVIÇOS DE SEGURANÇA PARA COBERTURA DE EVENTO - XAVIER;19/08/2024;21/04/2025;Parcialmente medido;05/11/2024;"Situação alterada através de liberação de medições. O contrato foi totalmente medido.

Situação alterada para inclusão de aditivo 05.11";RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 4.490,10;;R$ 4.490,10;R$ 4.202,60;R$ 287,50;74020;INCORPORAÇÃO - BLVD ALTI;6;MARKETING;;R$ 287,50;;;;;;;;não;;;não;não;não
CTF/7400062;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3137;ECKER LIMA GASTRONOMIA LTDA;39.987.376/0001-77;CATERING - ECKER LIMA;15/08/2024;15/12/2025;Parcialmente medido;;;RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 218.000,00;;R$ 218.000,00;R$ 130.400,00;R$ 87.600,00;74020;INCORPORAÇÃO - BLVD ALTI;6;MARKETING;;R$ 146.000,00;;;;;;;;não;;;não;não;não
CTF/7400061;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3262;SRM MASS COMUNICATION LTDA;02.385.221/0001-50;MIDIA - SRM MASS;15/08/2024;15/01/2025;Parcialmente medido;;;RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 259.586,43;;R$ 259.586,43;R$ 249.571,04;R$ 10.015,39;74020;INCORPORAÇÃO - BLVD ALTI;6;MARKETING;;R$ 10.015,39;;;;;;;;não;;;não;não;não
CTF/7400060;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;1804;NEWTON SILVEIRA,WILSON SILVEIRA E ASSOC;67.354.639/0001-46;ASSESSORIA PARA REGISTRO DE MARCA - NEWTON SILVEIRA;16/08/2024;15/12/2024;Concluído;12/09/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;;R$ 12.665,12;R$ 12.665,12;R$ 12.665,12;;74020;INCORPORAÇÃO - BLVD ALTI;6;MARKETING;;;;;;;;;;não;;;não;não;não
CTF/7400058;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;614;TOPOGRAF AGRIMENSURA LTDA;58.975.541/0001-15;ELABORAÇÃO DE PLANTA E MEMORIAL - TOPOGRAF;13/08/2024;13/11/2024;Concluído;02/09/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;ANA PAULA MINOMO;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 1.500,00;;R$ 1.500,00;R$ 1.500,00;;74020;INCORPORAÇÃO - BLVD ALTI;18;PRODUTO;;;;;;;;;;não;;;não;não;não
CTF/7400057;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3786;CUB SERVICOS DE ENGENHARIA EIRELI;07.999.806/0001-84;CONSTRUÇÃO DECORADOS E DE RADIER PARA OS NOVOS DECORADOS HN4 - CUB;06/08/2024;15/04/2025;Concluído;27/02/2025;0,70 de saldo, contrato finalizado.;RAFAEL SUDA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 432.992,45;R$ 725.944,65;R$ 1.158.937,10;R$ 1.158.936,40;;74020;INCORPORAÇÃO - BLVD ALTI;5;ENGENHARIA;;;;;;;;;;não;R$ 443.381,27;R$ 443.381,27;não;não;não
CTF/7400056;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;63;ADS CONTABILIDADE  - ADEMIR DE SOUZA SILVA CONTABILIDADE;30.888.247/0001-57;SERVIÇOS DE DESPACHANTE - ADS CONTABILIDADE;01/08/2024;15/12/2025;Parcialmente medido;;;KATIA SANGALI;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 5.151,76;;R$ 5.151,76;R$ 2.151,76;R$ 3.000,00;74020;INCORPORAÇÃO - BLVD ALTI;9;JURIDICO;;R$ 3.000,00;;;;;;;;não;;;não;não;não
CTF/7400055;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3262;SRM MASS COMUNICATION LTDA;02.385.221/0001-50;PRODUÇÃO DE FILMES HN4 - SRM MASS;01/08/2024;15/01/2025;Parcialmente medido;;;RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 56.400,00;;R$ 56.400,00;R$ 56.399,99;R$ 0,01;74020;INCORPORAÇÃO - BLVD ALTI;6;MARKETING;;R$ 0,01;;;;;;;;não;;;não;não;não
CTF/7400054;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3664;NAVARRO ADVOGADOS;04.095.385/0001-79;HONORARIOS ADV'S - NAVARRO ADVS;16/07/2024;29/06/2025;Parcialmente medido;06/02/2025;"ADT NEGATIVO - BAIXA DE SALDO.
SOLICITADO A RESIÇÃO DO CTF NO SISTEMA EM 18/12/24 A PEDIDO DA AREA JURIDICO

Situação alterada para inclusão de aditivo. 06/02";KATIA SANGALI;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 15.000,00;R$ 65.666,95;R$ 80.666,95;R$ 77.666,95;R$ 3.000,00;74020;INCORPORAÇÃO - BLVD ALTI;9;JURIDICO;;R$ 3.000,00;;;;;;;;não;;;não;não;não
CTF/7400053;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3297;DA VINCI BUREAU DE IMPRESSOES LTDA;07.037.960/0001-75;MATERIAIS GRAFICOS - 100%SERVIÇOS;03/07/2024;15/09/2024;Concluído;11/07/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;Victoria Herendy;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 1.314,60;;R$ 1.314,60;R$ 1.314,60;;74020;INCORPORAÇÃO - BLVD ALTI;13;INCORPORAÇÃO;;;;;;;;;;não;;;não;não;não
CTF/7400052;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3899;ENCIPLAN CONSULTORIA TECNICA DE OBRAS;43.183.813/0001-77;ELABORAÇÃO DE QUADRO NBR - 100%SERVIÇO;20/06/2024;20/06/2024;Concluído;10/09/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;Victoria Herendy;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 7.700,00;;R$ 7.700,00;R$ 7.700,00;;74020;INCORPORAÇÃO - BLVD ALTI;13;INCORPORAÇÃO;;;;;;;;;;não;;;não;não;não
CTF/7400051;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3533;PHE - ENGENHARIA DE PROJETOS HIDRAULICOS E ELETRICOS LTDA;00.705.166/0001-03;PORJETO LEGAL DE DRENAGEM;20/06/2024;05/08/2024;Concluído;03/10/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;Victoria Herendy;Aprovada;Sienge Api;1;MATERIAIS E MÃO DE OBRA;R$ 5.000,00;;R$ 5.000,00;R$ 5.000,00;;74020;INCORPORAÇÃO - BLVD ALTI;13;INCORPORAÇÃO;;;;;;;;;;não;;;não;não;não
CTF/7400050;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3774;CG HIVE COMPUTACAO GRAFICA LTDA;20.429.086/0001-80;DESENVOLVIMENTO DE IMAGENS DE VENDAS DA HN4 - DIGITAL LIGHT;24/04/2024;25/02/2025;Concluído;20/01/2025;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;ANA PAULA MINOMO;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 369.500,00;;R$ 369.500,00;R$ 369.500,00;;74020;INCORPORAÇÃO - BLVD ALTI;18;PRODUTO;;;;;;;;;;não;;;não;não;não
CTF/7400049;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3195;ZOIA E ZOIA SERVICOS DE PREPARACAO DE DOCUMENTOS S/S;05.993.032/0001-59;ASSESSORIA PARA DISPENSA DE ANÁLISE DE GRAPROHAB.- ZOIA 100%SERVIÇOS;19/04/2024;19/07/2024;Concluído;01/08/2024;Situa��o alterada atrav�s de libera��o de medi��es. O contrato foi totalmente medido.;ANA PAULA MINOMO;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 2.500,00;;R$ 2.500,00;R$ 2.500,00;;74020;INCORPORAÇÃO - BLVD ALTI;18;PRODUTO;;;;;;;;;;não;;;não;não;não
CTF/7400048;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;456;CATUI ENGENHARIA LTDA;07.847.697/0001-80;PROJETO DE INTERLIGAÇÃO DE REDES DE AGUA - CATUI 100%SERVIÇOS;11/03/2024;11/07/2024;Concluído;15/08/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;Victoria Herendy;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 5.000,00;;R$ 5.000,00;R$ 5.000,00;;74020;INCORPORAÇÃO - BLVD ALTI;13;INCORPORAÇÃO;;;;;;;;;;não;;;não;não;não
CTF/7400047;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3733;ACQUAVERSE ENGENHARIA E COMERCIO LTDA;40.316.004/0001-06;PROJETO PARA IMPLANTAÇÃO DE PISCINAS DO EMPREENDIMENTO - ACQUAVERSE 100% SERVIÇOS;11/03/2024;25/07/2025;Parcialmente medido;;;Victoria Herendy;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 25.000,00;;R$ 25.000,00;R$ 10.000,00;R$ 15.000,00;74020;INCORPORAÇÃO - BLVD ALTI;14;PLANEJAMENTO;;R$ 15.000,00;;;;;;;;não;;;não;não;não
CTF/7400046;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3262;SRM MASS COMUNICATION LTDA;02.385.221/0001-50;CAMPANHAS PUBLICITARIAS - SRM MASS 100%SERVIÇO;05/03/2024;31/12/2025;Parcialmente medido;;;RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 445.265,39;;R$ 445.265,39;R$ 189.856,53;R$ 255.408,86;74020;INCORPORAÇÃO - BLVD ALTI;6;MARKETING;;R$ 268.613,41;;;;;;;;não;;;não;não;não
CTF/7400045;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;2606;ARCHITECTURE HUNTER;34.757.801/0001-18;MIDIA - ARCHITETURE HUNTER 100%SERVIÇOS;26/02/2024;05/09/2024;Concluído;10/12/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;RENATA CRISTINA VIEIRA GARCIA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 92.000,00;;R$ 92.000,00;R$ 92.000,00;;74020;INCORPORAÇÃO - BLVD ALTI;6;MARKETING;;;;;;;;;;não;;;não;não;não
CTF/7400044;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3721;BLKHAUS LTDA;12.480.301/0001-49;DESENVOLVIMENTO DE IMAGENS E VÍDEO PARA MATERIAL DE VENDAS - BLKHAUS 100SERVIÇO;22/02/2024;22/08/2024;Rescindido;12/04/2024;Situação alterada pois a area de produtos informou que não ira mais seguir com este contrato. 12/04.;ANA PAULA MINOMO;Aguardando autorização;Matheus Maia Elias ;2;MÃO DE OBRA;R$ 437.600,00;;R$ 437.600,00;;;74020;INCORPORAÇÃO - BLVD ALTI;18;PRODUTO;;;;;;;;;;não;;;não;não;não
CTF/7400043;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;1214;INST GEOGRAFICO E CARTOGRAFICO;13.847.688/0001-91;TAXA DE DESCARACTERIZAÇÃO DE NASCENTE - IGC 100%SERVIÇO;19/02/2024;25/03/2024;Concluído;13/11/2024;Situação alterada através de liberação de medições. O contrato foi totalmente medido.;WERLE SILVA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 1.280,00;;R$ 1.280,00;R$ 1.280,00;;74020;INCORPORAÇÃO - BLVD ALTI;13;INCORPORAÇÃO;;;;;;;;;;não;;;não;não;não
CTF/7400042;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3696;REGATEC SISTEMAS DE IRRIGACAO LTDA;38.990.552/0001-67;PROJETO DE SISTEMAS DE IRRIGAÇÃO - REGATEC 100%SERVIÇOS;15/02/2024;15/05/2025;Pendente;;;WERLE SILVA;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 44.900,00;;R$ 44.900,00;;R$ 44.900,00;74020;INCORPORAÇÃO - BLVD ALTI;14;PLANEJAMENTO;;R$ 44.900,00;;;;;;;;não;;;não;não;não
CTF/7400041;740 - BLVD ALTI EMPREENDIMENTO IMOBILIÁRIO LTDA;74000;PROJETO BLVD ALTI;3648;HAAPACRAVO - MAQUETARIA LTDA;09.658.270/0001-69;ELABORAÇÃO DE MAQUETES PARA O HN4 - HAPACRAVO (FRED CAROL MAQUETARIA) 100%SERVIÇOS;18/01/2024;21/12/2025;Parcialmente medido;21/10/2024;"Situação alterada através de liberação de medições. O contrato foi totalmente medido.

Situação alterada para inclusão de aditivo.";ANA PAULA MINOMO;Aprovada;Sienge Api;2;MÃO DE OBRA;R$ 363.200,00;;R$ 363.200,00;R$ 353.200,00;R$ 10.000,00;74020;INCORPORAÇÃO - BLVD ALTI;18;PRODUTO;;R$ 10.000,00;;;;;;;;não;;;não;não;não
